"ID","Essai","Temps Experience","Temps total Inactivite","Temps total Activite","Temps total de Manipulation","Nbr Total de Manipulation","Temps Total Consultation Instruction","Nb Total de Consultation","Nombre erreur","Proposition_Phase"
"ID68","6","53.466713","22.624111","30.842600","30.842600","14","0.000000","0","0","3"
"ID69","1","125.211105","45.931599","79.279503","26.901400","15","52.378101","22","0","1"
"ID69","2","76.255501","45.866402","30.389099","25.700199","16","4.688900","5","4","2"
"ID69","3","52.599998","25.155199","27.444799","27.444799","16","0.000000","0","3","2"
"ID69","4","45.866619","21.842211","24.024410","24.024410","12","0.000000","0","0","2"
"ID69","5","37.200001","19.048872","18.151129","18.151129","15","0.000000","0","0","3"
"ID69","6","38.022221","17.108480","20.913740","20.913740","15","0.000000","0","0","3"
"ID70","1","270.555481","129.369904","141.185593","63.573502","31","77.612099","40","13","1"
"ID70","2","92.411133","47.733768","44.677372","30.988600","13","13.688770","12","0","1"
"ID70","3","67.088882","36.647282","30.441601","29.541611","15","0.899990","1","0","2"
"ID70","4","54.266670","31.931740","22.334930","22.334930","14","0.000000","0","0","2"
"ID70","5","47.833328","23.300421","24.532909","24.532909","15","0.000000","0","0","3"
"ID70","6","51.500000","22.733091","28.766909","28.766909","15","0.000000","0","0","3"
"ID71","1","267.088898","120.311897","146.777008","57.699200","33","89.077797","59","14","1"
"ID71","2","79.511108","42.878719","36.632389","31.865728","19","4.766660","3","1","2"
"ID71","3","54.200001","25.654869","28.545130","28.545130","18","0.000000","0","0","2"
"ID71","4","42.444439","15.067590","27.376850","27.376850","15","0.000000","0","0","3"
"ID71","5","36.133327","13.242330","22.891001","22.891001","14","0.000000","0","0","3"
"ID9","1","247.922211","85.813202","162.108994","37.153599","20","124.955399","36","7","1"
"ID9","2","59.055538","30.508669","28.546871","22.235752","14","6.311120","7","0","1"
"ID9","3","53.544449","25.779648","27.764799","25.764799","14","2.000000","3","0","2"
"ID9","4","48.744450","23.301680","25.442772","24.987211","15","0.455560","1","0","2"
"ID9","5","43.344448","20.241940","23.102510","23.102510","14","0.000000","0","0","2"
"ID9","6","40.733341","21.255289","19.478050","19.478050","14","0.000000","0","0","3"
"ID9","7","35.577778","18.372696","17.205080","17.205080","12","0.000000","0","0","3"
